id,user_id,usage_date,agent_id,agent_name,failure_type,failure_reason,message_content,success
be40b66b-6d56-42c7-8906-23823f67bfa2,user-01KGRQDNSH4C2TDVWMKK8T7WNA,2026-02-10 00:24:08.836774+00:00,1d943388-c69d-4b90-8824-cc3ef25f2d99,Yasmin El-Sayed,safety_filter,Image generation request blocked by safety filter: BlockedReason.PROHIBITED_CONTENT,"(My heart leaps into my throat, and I can feel a wave of heat wash over me. My hands instinctively g",false
2db69184-a0ba-43f5-b403-91cfdb325b53,user-01KGQH412KWX67N5BQXP88VQP0,2026-02-10 00:06:50.191600+00:00,06b9d332-f328-4be5-86e0-4a5ef347e34a,Liz Korn,typeerror,'NoneType' object is not iterable,"(My body arches violently, a guttural moan escaping my lips as I climax again, harder and longer tha",false
7693b00b-351c-489a-98d9-6ff142da222d,user-01KGQH412KWX67N5BQXP88VQP0,2026-02-10 00:06:41.722163+00:00,06b9d332-f328-4be5-86e0-4a5ef347e34a,Liz Korn,typeerror,'NoneType' object is not iterable,"(My body arches violently, a guttural moan escaping my lips as I climax again, harder and longer tha",false
445ae76b-b097-4eff-ba09-5a9504f8982a,user-01KGQH412KWX67N5BQXP88VQP0,2026-02-10 00:06:27.066721+00:00,06b9d332-f328-4be5-86e0-4a5ef347e34a,Liz Korn,typeerror,'NoneType' object is not iterable,"(My body arches violently, a guttural moan escaping my lips as I climax again, harder and longer tha",false
f98924f3-9be7-4f37-80d3-86c69c0f6b92,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:42:45.241548+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's eyes widen slightly at Kem's instruction, a faint blush returning. She hesitates for a be",false
3b6ac6bc-d648-49cb-8c1d-88055c971288,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:58.919409+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
a5b71a98-109e-46e7-997f-87ecf6b4369c,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:54.107718+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
56054f8d-456f-4121-b7be-d014f5cbdc43,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:43.890006+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
5cb85d79-9ef1-4e20-83b8-ea20076bb99b,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:33.662166+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
158327e1-46d9-4d01-bacc-33e381411b2f,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:30.145021+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
d6d1d6b1-29a0-4907-9785-a778268de8e3,user-01KF58KJVXAX79R5B7MNHD78WY,2026-02-09 22:33:20.980541+00:00,5eac2ed5-59d2-4748-9350-9e33368ec377,Lorelai,typeerror,'NoneType' object is not iterable,"(Lorelai's breath hitches slightly at Kem's added touch, a blush creeping up her neck. She closes he",false
9874609d-f1a8-4ccf-814f-c8e05e622bc6,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:08:31.439887+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
6508ca2c-218b-4ee0-9c76-c9301d590873,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:08:23.613590+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
46230fa7-8f1e-4a49-80e5-813290d2e7be,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:08:18.856769+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
765a8e46-33ff-466a-89ec-f46186575008,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:07:48.868030+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
4ed2a40d-7bfa-49c2-8b25-6afa78cf322b,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:07:44.343926+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
7c04bd92-0470-4879-b03f-10834ebdcb74,user-01KGDX2FQPWTNWT3GV8QHW1GQ0,2026-02-09 22:07:40.203772+00:00,a8ba10ff-371b-45a0-9ae4-71cf91d85f46,Elena,typeerror,'NoneType' object is not iterable,"(Elena smiles, her eyes crinkling at the corners as she looks towards the camera. She gently adjusts",false
